left_knee,right_knee,left_hip,right_hip,left_shoulder,right_shoulder,left_elbow,right_elbow,symmetry,age,experience,previous_injuries,movement,risk
128.09050891355218,123.64298844136451,137.79972601681013,138.75643257087827,123.48501673009197,124.60118189889252,146.64580622368362,150.6878673629097,60.823379771832094,17,11,1,Excellent,LOW
115.92543330087071,114.07176252962086,145.21211214797688,143.8149228872661,151.48538589793426,144.58571456788212,138.94823157779035,136.69908146082645,65.57975442608168,31,14,1,Good,MEDIUM
106.79548258996157,100.89016381734316,179.1615442903394,183.62248716448102,148.0057735948788,149.67381803353152,126.03994015756344,129.36978758604806,60.53059844639466,29,17,1,Good,MEDIUM
122.8460326880028,124.01016869305153,152.00762468698008,150.10094546615616,127.32229409068673,125.18769887531678,162.74563216630258,162.72352071702207,70.35119926400068,23,3,1,Excellent,LOW
131.88669058684334,133.17868977595654,131.56566462277792,127.38541380015981,170.5370864756999,161.82374948840507,164.13270926350353,159.95712363056418,89.09087983425684,30,7,1,Excellent,LOW
114.69871468143589,114.23612155188293,149.4338644844741,148.53055339770623,136.28094190643375,134.4383868225946,112.47476077499046,116.70324967986612,81.70784332632994,24,14,0,Excellent,LOW
105.59129827598281,107.91978945483497,166.45035840204937,169.11360378082944,166.27622080115674,165.44755724073843,99.26952476201038,96.77561518207054,94.52413703502374,23,11,1,Excellent,LOW
107.15575873678085,113.03152387851043,163.29611783087483,159.92442282725472,155.47786726246363,157.3094075704637,120.63414998030319,113.89700046683967,98.86848381556415,18,0,0,Good,MEDIUM
142.09578981771222,141.95248566127242,156.13664146909971,160.83057243654173,145.65246110151298,146.00064937446567,115.14847848610614,113.95244908424267,80.34282764658812,20,6,0,Excellent,LOW
140.4880818476255,146.979763844991,174.02339195076289,176.49459118168832,157.46124288802758,155.01995481863824,126.52276563863282,125.25810205139373,68.73761748867335,35,10,3,Good,MEDIUM
160.55801163730467,159.32085745152636,135.50259622638384,137.52197273470577,133.6761097525165,138.77104423307475,158.85844666050747,157.69063597720498,60.27808522124763,23,8,1,Excellent,LOW
116.65808578530476,115.28722771919769,177.14548519562595,174.7386533879611,139.39217592124533,146.93691952608745,119.09036819034353,119.78867944167088,98.87128330883843,35,11,1,Excellent,LOW
152.22282046298412,149.18951198091116,179.88702425244708,181.2592711986045,136.0068608565171,135.74934865331323,92.64405863204387,94.02366797222278,73.80284992106732,16,18,1,Excellent,LOW
110.86711540684173,112.2263992635883,142.102763575575,142.08062312574128,160.32813284435272,157.22678842052494,148.25730788894876,151.34987131250574,74.71132530877013,35,1,1,Good,MEDIUM
129.91183318334149,131.9615281128279,137.53587719827146,139.16634327199878,150.4919266044431,153.6506178234458,116.07671241615078,117.80267026920295,68.80964190262193,18,18,3,Good,MEDIUM
148.38795928070874,150.533303410237,149.33676731502686,146.59269452124303,176.20379932420406,174.6507417282976,99.07788169924713,95.53583220393173,96.98774473114251,25,2,2,Excellent,LOW
149.49880345256344,150.40864319097994,156.48252891780032,160.4039571806476,134.5111374540271,135.5506686310208,117.12238328389606,120.2496747710053,73.96838298450643,31,15,2,Good,MEDIUM
164.2243218908569,167.9069887537092,172.54642243837563,171.86625507172755,176.13809965325686,178.7502928974559,136.45492971491637,140.86567957676723,74.89131066246972,18,17,3,Good,MEDIUM
122.9022895258295,111.38446195194,179.72287313054102,177.31334013550307,130.5555151606407,130.53608738203658,104.30581673770631,102.77252351264269,74.6587513833144,23,6,2,Poor,HIGH
149.32096692252577,145.85040256260828,148.38579015297168,148.8233757102566,135.91214206090353,139.42683625366712,140.49109007978103,139.5327120470058,91.79245214166593,16,14,3,Excellent,LOW
164.81256738039275,164.7937834016985,158.60020996045915,153.8877740098763,166.11324085837853,158.98023660971643,160.6795217813007,159.70698393967265,89.90875095589655,20,16,1,Excellent,LOW
172.49911142827523,169.1119365560016,172.55683357584286,168.01229190178526,139.01532030937665,139.87169528589746,164.89238193286246,159.9094268180145,87.84119186699891,23,13,3,Excellent,LOW
115.66890382115201,111.07802392985201,142.70818245348693,146.8769909379267,137.71743530513632,141.24878594717387,100.92970651536231,99.13248897097918,88.35643987640475,22,9,2,Good,MEDIUM
131.48356423347073,134.11075355812665,134.07970902001202,129.77200656188992,120.3110917664392,115.57802928062154,95.67527335999421,97.65525597676098,75.87135308855554,29,11,2,Excellent,LOW
125.34963676386519,122.2583359057149,158.9140070498087,158.20355122958867,122.15653642780453,131.41517069449856,112.92330017026275,105.45423939989576,83.63333042276042,37,16,3,Excellent,LOW
102.91260508220674,104.33028342268538,146.33256208980205,140.69162432444438,169.6721402272553,174.51373475980188,105.55040271958984,104.94545885762092,76.45415620226714,18,7,3,Good,MEDIUM
109.95590666822274,109.52712876757823,151.6760368790371,150.21738502177772,164.64255857994692,161.71178977473156,96.46983732937582,94.15672967351927,77.13257899760431,27,0,1,Good,MEDIUM
168.64102957198605,162.4457148526897,134.6936645040646,133.6642773117523,130.97195982643845,131.70738188407668,131.33570059412534,133.6472891345207,86.28445314000668,20,2,3,Excellent,LOW
142.45279078705573,139.73277345058398,134.707849413428,133.91763187882617,138.68479856347764,136.48778693402045,127.17390503516891,131.56109005293453,85.99094730571053,25,4,3,Excellent,LOW
103.39780073290333,109.16289388916779,155.1568129290044,150.84922647546608,171.38939047129935,167.46335586710754,95.64549979203439,97.49391368908746,85.69677112825262,32,19,3,Good,MEDIUM
150.78762567872363,146.6500162527809,170.56020883680014,171.17305766280413,169.23836854463732,173.78643821917115,142.11878174862304,143.9063423277193,68.26737439506982,28,11,2,Good,MEDIUM
128.2944312420982,128.7356295566319,146.82771074443633,145.53763458688658,159.34335812284453,165.56304882939094,117.2499655571392,113.32516421618901,70.42778112943613,22,3,1,Excellent,LOW
152.2552874023113,155.8536869040443,166.75355219019428,167.6754507528241,168.20885582309091,164.89287577940263,150.04918013126866,147.80845597048076,92.27338957069057,32,2,3,Excellent,LOW
109.57672970668492,111.54529384243156,173.3558303604861,168.77347248298287,153.71200152862642,156.76991446992926,149.19270083578996,144.74804558481358,69.52944609615918,32,16,1,Good,MEDIUM
137.24208930123083,131.06209350684284,134.99924435809316,132.4710390686324,123.20911780484214,124.77728536377252,144.14159235394425,143.64349136356952,79.3008379857057,30,15,0,Excellent,LOW
106.87781104438608,111.37197817115215,140.63639475121144,147.06601031555311,176.77167257290142,175.40131709997883,164.4743284549834,165.47158662147123,98.9699283413764,29,4,2,Good,MEDIUM
166.57781370687246,163.27582491970242,137.1495841026418,136.18542657768282,165.69063790304833,162.4017563207826,96.72854448919979,97.70329333516744,88.0387652583648,25,8,1,Excellent,LOW
166.89226815825825,167.0696703882545,141.66140362122638,138.13302118725917,154.87832503360693,156.03785627975543,137.35109910570276,136.6021992803075,74.00872986801254,34,11,1,Excellent,LOW
152.8813273222495,149.71444740762718,151.72259222441357,148.20666166106224,135.22093043238831,140.99591927113136,149.27790887285346,141.61827939441537,90.68779412434287,24,6,0,Excellent,LOW
151.07795703226816,148.9189755949698,153.88574454401137,149.62585964503631,124.97347930160126,114.71611137575849,154.16873992213874,158.73964345531408,99.11602675017083,28,14,0,Excellent,LOW
103.25505874736295,106.62935483848433,133.77172735448846,130.57276291976856,129.97292591455516,127.16567214444476,169.66651000234964,165.79806578394576,87.87700223455259,18,15,2,Good,MEDIUM
103.40847852560934,102.9647507830913,161.00662989007685,163.93555726952016,136.64287097886796,136.01197514585155,118.26817824208422,112.84794642001249,83.34624447403488,20,8,3,Good,MEDIUM
173.96580583597023,175.33282973907887,145.4763808143164,151.10489333196406,168.82770118241692,165.2340424970235,162.8741747595074,164.84185144553342,92.90148971692676,33,18,3,Excellent,LOW
143.58719658856197,144.15539695623224,138.24171305685005,141.35318845168393,144.67530699512213,144.2433671377099,168.82288405324033,174.93128909281023,75.06955879751763,37,16,0,Excellent,LOW
104.7633872192501,106.13321489128016,167.4955374734986,173.23012629302687,174.78994513545857,181.1745169110651,150.56649616339647,152.9707119402426,75.11402197103146,36,13,0,Excellent,LOW
109.68695613636213,110.16813866320972,141.43214027517314,142.9754567773494,160.3020410643514,154.16558438140893,99.08460737597032,104.19531466356436,86.86292782371198,17,2,2,Good,MEDIUM
123.08329298282871,120.83025853698726,151.02678893325375,158.64456230688643,167.0800958366586,171.6785881519909,162.2520846941301,164.3529315448939,84.69054848389169,17,5,1,Excellent,LOW
144.24382651409746,139.51079246343437,175.20793472468742,169.0902381914071,140.89532802139803,146.90475622978215,121.72342258570161,122.01980170738071,84.88346800911494,34,16,0,Excellent,LOW
159.7353831755408,164.5840089084412,168.44588706576988,168.0137391709463,123.97415867111195,124.48632294534579,117.79307265803314,115.86771926091424,68.36523164314056,26,15,2,Good,MEDIUM
105.6897496081498,101.28474198876135,147.28336416619317,148.74638399096304,173.80730459436072,182.0276750288466,103.78558969613039,102.50814966599576,67.69156075234683,34,4,1,Good,MEDIUM
120.89427542739689,120.46615398757866,140.31668592028961,137.21095895303148,141.85619166288453,149.7150921945501,93.14497118728792,93.28602539517483,91.9764159563617,37,14,3,Excellent,LOW
165.51839680800828,168.9238138664103,167.4129845191829,165.55189335157627,131.07126116138264,128.88214181603254,128.7618388152817,123.84962273878719,84.73019086121184,38,13,3,Excellent,LOW
154.03870460435985,155.639580485988,172.22203363168143,169.86849795024153,164.97697392051523,160.29790018521487,98.38953332259847,91.75316696904784,89.49620824375276,25,6,0,Excellent,LOW
163.05324894084484,163.3543127245616,141.66082057749006,139.03579457511583,140.57561185669562,131.86888629960688,141.90582722332607,140.3416912184041,79.18328407017,19,14,1,Excellent,LOW
144.01308385156594,142.25106561607183,136.37901513977818,141.12512968866952,137.02655434792348,142.60948209163774,135.66226437351295,130.42366721346536,74.24386903591385,28,5,0,Excellent,LOW
170.02688678199058,169.20193094616712,172.5408758918073,165.70702463837563,125.27325747240863,128.4631942903219,90.42400051180843,91.00481675295026,99.0026865178057,39,5,2,Excellent,LOW
161.56461048650144,162.70853115125456,153.8309742063206,159.18031271244578,170.31495352215748,166.67618172156367,148.89977469587905,151.4542692952296,81.19360092724466,16,13,3,Excellent,LOW
106.54676346922565,109.60377226366174,146.0321096079757,146.0645041024048,155.63298585347394,152.641105894168,133.88824943505227,125.33304817581501,81.95687919555908,17,12,3,Good,MEDIUM
160.7405834390976,164.08335188735816,168.0113929944843,164.62227243051146,155.73832443647066,145.8517464359615,117.90946132343961,114.7218803015577,97.18116576991304,27,17,1,Excellent,LOW
169.9703550324966,172.64275883952345,166.07982753756386,165.51220455907682,122.88567863784526,125.20289238533414,150.04015398122507,152.02932109254817,91.98148523678063,18,4,0,Excellent,LOW
117.67688095487497,120.64634061991144,145.80982911482474,146.5401986469244,155.2984005477034,153.29525501803303,147.1025963884261,154.7306719960683,95.98669781168692,21,0,2,Good,MEDIUM
132.90585065412543,125.46221113070685,149.5741055100751,152.56492571491032,151.91144878129043,142.75520375355845,116.62526287299875,122.35519054280877,89.22196547237206,25,19,2,Excellent,LOW
165.89718365300786,172.7204830903586,158.65754246286943,158.56055171009407,179.86155695543061,183.17417091699105,152.28575512406007,156.32533496825872,65.72511942193879,19,1,1,Good,MEDIUM
137.0486115348147,135.42351261725557,156.82406757422973,157.60565453545178,142.72929393341494,151.7580870577875,130.18306779700242,126.44851535995072,81.59442548451347,30,3,3,Excellent,LOW
157.89114854486837,158.00020736414388,158.2754173661487,157.87011644240388,162.97074448397711,167.69864067846436,166.72598356512222,168.1586709465676,73.70097028714173,21,7,2,Good,MEDIUM
134.65043527330994,135.37255864053165,160.5727117717324,168.50342652192805,121.08661102925043,128.21526550339476,163.79995049418366,166.1610489704308,88.28954537253594,25,16,3,Excellent,LOW
128.08265272903165,125.57297719152174,139.31604397470602,137.8298762459123,170.24944734014952,165.30966976599987,108.19164967016901,103.79422637084066,84.31577575177035,30,8,0,Excellent,LOW
125.13979312344257,121.0913756224019,156.86978014689615,151.90521013129884,175.19133698476563,170.0314933858014,149.00009984877988,143.8197847605254,78.08871763559229,26,11,2,Excellent,LOW
110.56427652848498,110.53766270996003,150.9462724752274,146.98883733962157,174.890754064086,179.2125935401074,140.58114303356243,133.20152207237805,60.523778263533345,36,16,2,Poor,HIGH
173.1655986762067,182.27220518180206,173.0316008945367,168.14369306287395,152.10418313601951,149.7909274443103,114.79495410148887,111.15272272252935,75.89272461830392,34,18,1,Excellent,LOW
115.38547303615054,125.66518039491189,133.2854319714176,129.96411860761754,166.53165700170064,172.08598607786178,125.26101975505824,114.62361432686075,76.03052243501304,21,18,2,Poor,HIGH
107.72361094984866,105.4527348107459,167.66231103737255,166.9977447473184,136.33811128321796,136.59264424469217,154.05998171888967,157.8660379706615,99.15725742463844,33,6,0,Excellent,LOW
130.59883715236336,124.10874263157235,139.80565498467263,140.82862004150402,150.33047274636203,143.496459628088,135.55548142108003,139.59686143284634,95.49841930054012,30,7,1,Excellent,LOW
160.3986225518429,160.4506245778234,170.3425074481293,170.52721331000566,177.7589591132925,170.98589441445333,96.95400119602795,93.35186965527937,85.32963099643842,16,18,3,Excellent,LOW
113.6076576317348,106.9285409434612,174.63358555384875,179.9276463566369,169.04661370430645,164.08060878050998,120.37539265338135,117.11017101716197,83.6117977005923,27,19,0,Excellent,LOW
125.88941086609567,123.38016869938646,173.0534009987361,176.80835541293555,133.1706315048575,133.83629209990906,168.82938497933878,164.9254657461721,78.84261810775257,32,17,2,Excellent,LOW
138.43432419114413,141.91328595205778,150.12750217984902,153.29887697991794,133.08138644964518,129.0785178178718,100.58209689002643,107.99795839927395,96.02289204945544,17,4,2,Excellent,LOW
161.69379069337555,167.08077460793953,154.90453767555027,155.28491715459168,124.0305239949426,123.75460135355944,147.61620653058367,137.3033448119337,64.26314920514697,37,5,2,Good,MEDIUM
144.80598266277312,151.46788044062342,138.76856393117248,141.81167412622688,174.8647167554976,167.501219830171,131.51341642262702,126.39510855568422,61.8786386710022,37,10,0,Excellent,LOW
106.20990009438448,100.4724402257491,149.46478070209884,151.2078467316968,137.321624206242,142.68687188504254,113.769737249854,110.23462609439693,82.65618561187588,17,14,3,Good,MEDIUM
